path,class_name,label,width,height
PetImages/Cat/0.jpg,Cat,0,500,375
PetImages/Cat/1.jpg,Cat,0,300,281
PetImages/Cat/10.jpg,Cat,0,489,500
PetImages/Cat/100.jpg,Cat,0,403,500
PetImages/Cat/1000.jpg,Cat,0,150,150
PetImages/Cat/10000.jpg,Cat,0,431,360
PetImages/Cat/10002.jpg,Cat,0,500,471
PetImages/Cat/10003.jpg,Cat,0,500,375
PetImages/Cat/10005.jpg,Cat,0,320,177
PetImages/Cat/10007.jpg,Cat,0,220,300
PetImages/Cat/10008.jpg,Cat,0,500,375
PetImages/Cat/10009.jpg,Cat,0,473,500
PetImages/Cat/1001.jpg,Cat,0,336,500
PetImages/Cat/10010.jpg,Cat,0,500,386
PetImages/Cat/10013.jpg,Cat,0,500,375
PetImages/Cat/10014.jpg,Cat,0,373,500
PetImages/Cat/10015.jpg,Cat,0,500,340
PetImages/Cat/10016.jpg,Cat,0,180,198
PetImages/Cat/10018.jpg,Cat,0,500,454
PetImages/Cat/1002.jpg,Cat,0,380,407
PetImages/Cat/10021.jpg,Cat,0,423,418
PetImages/Cat/10022.jpg,Cat,0,500,449
PetImages/Cat/10023.jpg,Cat,0,350,336
PetImages/Cat/10024.jpg,Cat,0,325,432
PetImages/Cat/10025.jpg,Cat,0,153,252
PetImages/Cat/10026.jpg,Cat,0,400,492
PetImages/Cat/10027.jpg,Cat,0,500,333
PetImages/Cat/10029.jpg,Cat,0,386,500
PetImages/Cat/1003.jpg,Cat,0,259,270
PetImages/Cat/10030.jpg,Cat,0,500,463
PetImages/Cat/10031.jpg,Cat,0,500,375
PetImages/Cat/10033.jpg,Cat,0,500,375
PetImages/Cat/10036.jpg,Cat,0,300,264
PetImages/Cat/10037.jpg,Cat,0,435,276
PetImages/Cat/10039.jpg,Cat,0,361,500
PetImages/Cat/1004.jpg,Cat,0,500,375
PetImages/Cat/10041.jpg,Cat,0,500,441
PetImages/Cat/10042.jpg,Cat,0,320,480
PetImages/Cat/10043.jpg,Cat,0,500,407
PetImages/Cat/10045.jpg,Cat,0,500,375
PetImages/Cat/10046.jpg,Cat,0,374,336
PetImages/Cat/10048.jpg,Cat,0,385,385
PetImages/Cat/1005.jpg,Cat,0,500,334
PetImages/Cat/10050.jpg,Cat,0,450,470
PetImages/Cat/10051.jpg,Cat,0,433,450
PetImages/Cat/10052.jpg,Cat,0,346,500
PetImages/Cat/10053.jpg,Cat,0,300,400
PetImages/Cat/10054.jpg,Cat,0,499,391
PetImages/Cat/10055.jpg,Cat,0,500,403
PetImages/Cat/10056.jpg,Cat,0,248,300
PetImages/Cat/10057.jpg,Cat,0,332,500
PetImages/Cat/10058.jpg,Cat,0,500,462
PetImages/Cat/10059.jpg,Cat,0,432,395
PetImages/Cat/1006.jpg,Cat,0,500,375
PetImages/Cat/10060.jpg,Cat,0,500,427
PetImages/Cat/10062.jpg,Cat,0,500,360
PetImages/Cat/10063.jpg,Cat,0,375,500
PetImages/Cat/10064.jpg,Cat,0,500,313
PetImages/Cat/10065.jpg,Cat,0,200,193
PetImages/Cat/10066.jpg,Cat,0,222,250
PetImages/Cat/10067.jpg,Cat,0,427,388
PetImages/Cat/10068.jpg,Cat,0,321,500
PetImages/Cat/10069.jpg,Cat,0,500,391
PetImages/Cat/1007.jpg,Cat,0,500,375
PetImages/Cat/10070.jpg,Cat,0,398,320
PetImages/Cat/10071.jpg,Cat,0,500,302
PetImages/Cat/10075.jpg,Cat,0,288,216
PetImages/Cat/10076.jpg,Cat,0,500,333
PetImages/Cat/10077.jpg,Cat,0,381,339
PetImages/Cat/10079.jpg,Cat,0,216,216
PetImages/Cat/1008.jpg,Cat,0,329,368
PetImages/Cat/10080.jpg,Cat,0,500,347
PetImages/Cat/10081.jpg,Cat,0,500,334
PetImages/Cat/10082.jpg,Cat,0,500,375
PetImages/Cat/10084.jpg,Cat,0,468,500
PetImages/Cat/10085.jpg,Cat,0,500,406
PetImages/Cat/10086.jpg,Cat,0,500,333
PetImages/Cat/10088.jpg,Cat,0,374,500
PetImages/Cat/10089.jpg,Cat,0,300,217
PetImages/Cat/1009.jpg,Cat,0,354,400
PetImages/Cat/10091.jpg,Cat,0,141,182
PetImages/Cat/10093.jpg,Cat,0,500,375
PetImages/Cat/10095.jpg,Cat,0,500,375
PetImages/Cat/10098.jpg,Cat,0,500,375
PetImages/Cat/10099.jpg,Cat,0,500,375
PetImages/Cat/101.jpg,Cat,0,297,200
PetImages/Cat/1010.jpg,Cat,0,500,375
PetImages/Cat/10100.jpg,Cat,0,223,220
PetImages/Cat/10102.jpg,Cat,0,500,375
PetImages/Cat/10103.jpg,Cat,0,341,300
PetImages/Cat/10104.jpg,Cat,0,500,375
PetImages/Cat/10105.jpg,Cat,0,500,282
PetImages/Cat/10106.jpg,Cat,0,500,375
PetImages/Cat/10107.jpg,Cat,0,86,86
PetImages/Cat/10108.jpg,Cat,0,500,375
PetImages/Cat/10110.jpg,Cat,0,286,448
PetImages/Cat/10112.jpg,Cat,0,300,470
PetImages/Cat/10114.jpg,Cat,0,302,500
PetImages/Cat/10117.jpg,Cat,0,447,404
PetImages/Cat/10118.jpg,Cat,0,438,424
PetImages/Cat/10119.jpg,Cat,0,180,463
PetImages/Cat/1012.jpg,Cat,0,500,375
PetImages/Cat/10121.jpg,Cat,0,500,375
PetImages/Cat/10122.jpg,Cat,0,185,198
PetImages/Cat/10123.jpg,Cat,0,241,441
PetImages/Cat/10124.jpg,Cat,0,450,338
PetImages/Cat/10125.jpg,Cat,0,259,346
PetImages/Cat/10126.jpg,Cat,0,500,375
PetImages/Cat/10127.jpg,Cat,0,220,240
PetImages/Cat/10128.jpg,Cat,0,500,391
PetImages/Cat/10129.jpg,Cat,0,320,240
PetImages/Cat/1013.jpg,Cat,0,500,481
PetImages/Cat/10131.jpg,Cat,0,500,375
PetImages/Cat/10136.jpg,Cat,0,375,500
PetImages/Cat/10137.jpg,Cat,0,500,374
PetImages/Cat/1014.jpg,Cat,0,344,336
PetImages/Cat/10140.jpg,Cat,0,500,400
PetImages/Cat/10141.jpg,Cat,0,468,500
PetImages/Cat/10142.jpg,Cat,0,375,500
PetImages/Cat/10143.jpg,Cat,0,500,375
PetImages/Cat/10144.jpg,Cat,0,400,300
PetImages/Cat/10145.jpg,Cat,0,500,376
PetImages/Cat/10147.jpg,Cat,0,399,500
PetImages/Cat/10148.jpg,Cat,0,500,375
PetImages/Cat/10149.jpg,Cat,0,375,500
PetImages/Cat/1015.jpg,Cat,0,500,377
PetImages/Cat/10150.jpg,Cat,0,148,221
PetImages/Cat/10152.jpg,Cat,0,500,375
PetImages/Cat/10153.jpg,Cat,0,375,500
PetImages/Cat/10154.jpg,Cat,0,285,421
PetImages/Cat/10155.jpg,Cat,0,500,375
PetImages/Cat/10156.jpg,Cat,0,482,500
PetImages/Cat/10157.jpg,Cat,0,320,240
PetImages/Cat/10158.jpg,Cat,0,442,500
PetImages/Cat/10159.jpg,Cat,0,500,417
PetImages/Cat/1016.jpg,Cat,0,288,288
PetImages/Cat/10160.jpg,Cat,0,384,288
PetImages/Cat/10161.jpg,Cat,0,500,349
PetImages/Cat/10162.jpg,Cat,0,260,470
PetImages/Cat/10164.jpg,Cat,0,240,271
PetImages/Cat/10167.jpg,Cat,0,500,375
PetImages/Cat/10168.jpg,Cat,0,500,375
PetImages/Cat/10169.jpg,Cat,0,500,334
PetImages/Cat/1017.jpg,Cat,0,238,241
PetImages/Cat/10170.jpg,Cat,0,300,289
PetImages/Cat/10173.jpg,Cat,0,432,310
PetImages/Cat/10175.jpg,Cat,0,140,104
PetImages/Cat/10176.jpg,Cat,0,500,375
PetImages/Cat/1018.jpg,Cat,0,500,375
PetImages/Cat/10180.jpg,Cat,0,500,473
PetImages/Cat/10181.jpg,Cat,0,500,386
PetImages/Cat/10182.jpg,Cat,0,374,500
PetImages/Cat/10184.jpg,Cat,0,250,200
PetImages/Cat/10185.jpg,Cat,0,500,419
PetImages/Cat/10186.jpg,Cat,0,200,164
PetImages/Cat/10187.jpg,Cat,0,300,223
PetImages/Cat/10188.jpg,Cat,0,300,226
PetImages/Cat/10189.jpg,Cat,0,500,375
PetImages/Cat/1019.jpg,Cat,0,500,375
PetImages/Cat/10190.jpg,Cat,0,500,374
PetImages/Cat/10191.jpg,Cat,0,468,312
PetImages/Cat/10192.jpg,Cat,0,300,109
PetImages/Cat/10193.jpg,Cat,0,500,313
PetImages/Cat/10194.jpg,Cat,0,500,464
PetImages/Cat/10195.jpg,Cat,0,500,333
PetImages/Cat/10196.jpg,Cat,0,500,471
PetImages/Cat/10197.jpg,Cat,0,125,200
PetImages/Cat/10198.jpg,Cat,0,341,500
PetImages/Cat/1020.jpg,Cat,0,272,360
PetImages/Cat/10200.jpg,Cat,0,369,378
PetImages/Cat/10202.jpg,Cat,0,500,375
PetImages/Cat/10205.jpg,Cat,0,500,375
PetImages/Cat/10206.jpg,Cat,0,258,500
PetImages/Cat/10207.jpg,Cat,0,250,195
PetImages/Cat/10208.jpg,Cat,0,500,392
PetImages/Cat/10209.jpg,Cat,0,320,224
PetImages/Cat/1021.jpg,Cat,0,358,500
PetImages/Cat/10210.jpg,Cat,0,500,282
PetImages/Cat/10211.jpg,Cat,0,500,375
PetImages/Cat/10212.jpg,Cat,0,500,375
PetImages/Cat/10214.jpg,Cat,0,500,245
PetImages/Cat/10216.jpg,Cat,0,353,336
PetImages/Cat/10217.jpg,Cat,0,500,375
PetImages/Cat/10218.jpg,Cat,0,500,333
PetImages/Cat/10219.jpg,Cat,0,400,300
PetImages/Cat/1022.jpg,Cat,0,500,473
PetImages/Cat/10220.jpg,Cat,0,400,300
PetImages/Cat/10221.jpg,Cat,0,500,336
PetImages/Cat/10223.jpg,Cat,0,436,500
PetImages/Cat/10224.jpg,Cat,0,320,320
PetImages/Cat/10225.jpg,Cat,0,500,353
PetImages/Cat/10226.jpg,Cat,0,500,375
PetImages/Cat/1023.jpg,Cat,0,350,315
PetImages/Cat/10230.jpg,Cat,0,491,500
PetImages/Cat/10231.jpg,Cat,0,500,375
PetImages/Cat/10232.jpg,Cat,0,500,364
PetImages/Cat/10233.jpg,Cat,0,500,375
PetImages/Cat/10234.jpg,Cat,0,415,327
PetImages/Cat/10237.jpg,Cat,0,295,500
PetImages/Cat/10238.jpg,Cat,0,140,104
PetImages/Cat/1024.jpg,Cat,0,484,446
PetImages/Cat/10240.jpg,Cat,0,500,375
PetImages/Cat/10244.jpg,Cat,0,234,360
PetImages/Cat/10245.jpg,Cat,0,460,469
PetImages/Cat/10246.jpg,Cat,0,500,375
PetImages/Cat/10247.jpg,Cat,0,375,500
PetImages/Cat/10248.jpg,Cat,0,300,225
PetImages/Cat/1025.jpg,Cat,0,500,375
PetImages/Cat/10251.jpg,Cat,0,500,486
PetImages/Cat/10252.jpg,Cat,0,400,300
PetImages/Cat/10253.jpg,Cat,0,398,500
PetImages/Cat/10254.jpg,Cat,0,500,352
PetImages/Cat/10255.jpg,Cat,0,403,500
PetImages/Cat/10256.jpg,Cat,0,500,375
PetImages/Cat/10257.jpg,Cat,0,500,375
PetImages/Cat/10258.jpg,Cat,0,500,375
PetImages/Cat/10259.jpg,Cat,0,465,500
PetImages/Cat/1026.jpg,Cat,0,475,316
PetImages/Cat/10260.jpg,Cat,0,281,500
PetImages/Cat/10261.jpg,Cat,0,500,375
PetImages/Cat/10262.jpg,Cat,0,478,500
PetImages/Cat/10263.jpg,Cat,0,500,375
PetImages/Cat/10264.jpg,Cat,0,500,315
PetImages/Cat/10266.jpg,Cat,0,474,500
PetImages/Cat/10267.jpg,Cat,0,500,375
PetImages/Cat/10268.jpg,Cat,0,500,374
PetImages/Cat/10269.jpg,Cat,0,202,270
PetImages/Cat/1027.jpg,Cat,0,438,396
PetImages/Cat/10270.jpg,Cat,0,293,500
PetImages/Cat/10271.jpg,Cat,0,500,334
PetImages/Cat/10272.jpg,Cat,0,189,130
PetImages/Cat/10274.jpg,Cat,0,240,161
PetImages/Cat/10275.jpg,Cat,0,500,375
PetImages/Cat/10278.jpg,Cat,0,173,190
PetImages/Cat/10279.jpg,Cat,0,404,388
PetImages/Cat/1028.jpg,Cat,0,500,324
PetImages/Cat/10280.jpg,Cat,0,500,383
PetImages/Cat/10281.jpg,Cat,0,200,180
PetImages/Cat/10283.jpg,Cat,0,500,260
PetImages/Cat/10286.jpg,Cat,0,290,208
PetImages/Cat/10287.jpg,Cat,0,500,413
PetImages/Cat/10288.jpg,Cat,0,500,500
PetImages/Cat/10289.jpg,Cat,0,350,262
PetImages/Cat/1029.jpg,Cat,0,500,375
PetImages/Cat/10290.jpg,Cat,0,448,500
PetImages/Cat/10291.jpg,Cat,0,428,500
PetImages/Cat/10292.jpg,Cat,0,480,500
PetImages/Cat/10293.jpg,Cat,0,500,375
PetImages/Cat/10294.jpg,Cat,0,328,280
PetImages/Cat/10295.jpg,Cat,0,418,377
PetImages/Cat/10296.jpg,Cat,0,500,375
PetImages/Cat/10298.jpg,Cat,0,215,243
PetImages/Cat/10299.jpg,Cat,0,250,239
PetImages/Cat/103.jpg,Cat,0,500,387
PetImages/Cat/1030.jpg,Cat,0,500,375
PetImages/Cat/10300.jpg,Cat,0,360,372
PetImages/Cat/10302.jpg,Cat,0,500,375
PetImages/Cat/10304.jpg,Cat,0,500,380
PetImages/Cat/10305.jpg,Cat,0,384,500
PetImages/Cat/10307.jpg,Cat,0,185,181
PetImages/Cat/10308.jpg,Cat,0,200,201
PetImages/Cat/10309.jpg,Cat,0,500,272
PetImages/Cat/1031.jpg,Cat,0,500,375
PetImages/Cat/10311.jpg,Cat,0,500,491
PetImages/Cat/10312.jpg,Cat,0,500,375
PetImages/Cat/10313.jpg,Cat,0,350,263
PetImages/Cat/10314.jpg,Cat,0,453,453
PetImages/Cat/10315.jpg,Cat,0,350,262
PetImages/Cat/10316.jpg,Cat,0,334,500
PetImages/Cat/10319.jpg,Cat,0,240,210
PetImages/Cat/10320.jpg,Cat,0,500,375
PetImages/Cat/10321.jpg,Cat,0,484,500
PetImages/Cat/10322.jpg,Cat,0,300,352
